Customer,Margin Percent,Origin City,Destination City,Mode,Modes,Loads
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),42.19,AKRON,AUSTIN,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
AVE CATERING SUPPLY (254912-P1),100.0,Hidalgo,Orange,Truckload,Truckload,AVE CATERING SUPPLY (254912-P1)
RII EXPRESS (80710-P1),8.75,LA MIRADA,FORT WAYNE,LTL,LTL,RII EXPRESS (80710-P1)
TOMEI POWERED USA (110700-P1),16.08,LAKE FOREST,SALT LAKE CITY,LTL,LTL,TOMEI POWERED USA (110700-P1)
PACLIGHTS LLC (64270-P1),14.59,CINCINNATI,LAGRANGE,LTL,LTL,PACLIGHTS LLC (64270-P1)
PRO MOTION DISTRIBUTING (92973-P1),12.0,MORRISTOWN,MEMPHIS,Volume,Volume,PRO MOTION DISTRIBUTING (92973-P1)
BEST SHEET METAL (50790-P1),14.0,POMONA,TEXARKANA,LTL,LTL,BEST SHEET METAL (50790-P1)
HI-LITE MANUFACTURING CO INC (99796-P1),15.0,CHINO,KALISPELL,LTL,LTL,HI-LITE MANUFACTURING CO INC (99796-P1)
LITE SOURCE INC (62990-P1),15.0,ONTARIO,NORTHGLENN,LTL,LTL,LITE SOURCE INC (62990-P1)
MARUKAN VINEGAR USA (101648-P1),14.0,PLACENTIA,GRIFFIN,LTL,LTL,MARUKAN VINEGAR USA (101648-P1)
JDA GLOBAL (60800-P1),14.3,HENDERSON,TENNILLE,LTL,LTL,JDA GLOBAL (60800-P1)
SANDHU PRODUCTS (237706-P1),13.79,LIVERMORE,LOS ANGELES,LTL,LTL,SANDHU PRODUCTS (237706-P1)
GEAR BAGS (241593-P1),16.0,CHARLOTTE,BIG SPRING,LTL,LTL,GEAR BAGS (241593-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1),12.51,AKRON,BEREA,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1)
EASYFLEX USA (58997-P1),16.93,DENTON,BRENHAM,LTL,LTL,EASYFLEX USA (58997-P1)
FBD LOGISTICS (228466-P1),17.78,BUFORD,MIAMI,LTL,LTL,FBD LOGISTICS (228466-P1)
IOWA PARTS INC (102965-P1),12.01,HIAWATHA,BAY SHORE,LTL,LTL,IOWA PARTS INC (102965-P1)
CST INTL GROUP INC (90098-P1),12.67,Carson,Woodridge,Truckload,Truckload,CST INTL GROUP INC (90098-P1)
KINGFA GLOBAL INC (50330-P1),10.0,ONTARIO,PORTLAND,Enterprise,Enterprise,KINGFA GLOBAL INC (50330-P1)
WESTCOAST WATER WORKS WAREHOUSE (61921-P1),25.53,CORONA,BRAWLEY,LTL,LTL,WESTCOAST WATER WORKS WAREHOUSE (61921-P1)
LIFELINE BATTERIES (104071-P1),10.0,SAN DIMAS,TYLER,LTL,LTL,LIFELINE BATTERIES (104071-P1)
CANDELLA LIGHTING CO (81443-P1),22.85,LOS ANGELES,SPRINGVILLE,LTL,LTL,CANDELLA LIGHTING CO (81443-P1)
GENERAL FLOORCRAFT (234115-P1),12.01,DORAL,NORTH BILLERICA,LTL,LTL,GENERAL FLOORCRAFT (234115-P1)
PURCELL MURRAY (240880-P1),14.0,GROVEPORT,SANTA FE SPRINGS,LTL,LTL,PURCELL MURRAY (240880-P1)
CODAN US (246619-P1),23.96,SAN DIEGO,KERNERSVILLE,LTL,LTL,CODAN US (246619-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,SANTA MARIA,LTL,LTL,EASYFLEX USA (58997-P1)
METALLIC LADDER MANUFACTURING (116334-P1),15.7,RANDOLPH,CHARLESTON,LTL,LTL,METALLIC LADDER MANUFACTURING (116334-P1)
MIRROR IMAGE (93977-P1),13.5,LOS ANGELES,PENSACOLA,LTL,LTL,MIRROR IMAGE (93977-P1)
EVO AMERICA LLC (104638-P1),13.5,TUALATIN,TULSA,Enterprise,Enterprise,EVO AMERICA LLC (104638-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,HACKENSACK,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
CAMP CHEF (234447-P1),19.82,HYDE PARK,SHIPSHEWANA,Volume,Volume,CAMP CHEF (234447-P1)
SDS NATIONAL (102907-P1),20.41,SUMMERVILLE,ELK GROVE VILLAGE,LTL,LTL,SDS NATIONAL (102907-P1)
ALL STAR LIGHTING SUPPLIES INC (95550-P1),12.0,HEBRON,AVENEL,LTL,LTL,ALL STAR LIGHTING SUPPLIES INC (95550-P1)
WORLD DEPOT (100744-P1),25.0,GRAND PRAIRIE,AZUSA,Volume,Volume,WORLD DEPOT (100744-P1)
KINGFA GLOBAL INC (50330-P1),13.02,ONTARIO,CROCKETT,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
SDS NATIONAL (102907-P1),28.33,GRAPEVINE,CARROLLTON,LTL,LTL,SDS NATIONAL (102907-P1)
JDM WESTCOAST (111904-P1),13.93,SANTA FE SPRINGS,OGDEN,LTL,LTL,JDM WESTCOAST (111904-P1)
CUSTOM CREATIVE PLASTICS (44333-P1),19.04,MIAMI,SAN ANTONIO,LTL,LTL,CUSTOM CREATIVE PLASTICS (44333-P1)
GOLD STANDARD CERTIFIED PARTS (252493-P1),14.65,NAPLES,GREELEY,LTL,LTL,GOLD STANDARD CERTIFIED PARTS (252493-P1)
PUMPING SOLUTIONS (52530-P1),22.0,SPARKS,HAYWARD,LTL,LTL,PUMPING SOLUTIONS (52530-P1)
EX-LITE INC (89646-P1),15.0,ONTARIO,MENTOR,LTL,LTL,EX-LITE INC (89646-P1)
PRO MOTION DISTRIBUTING (92973-P1),20.15,CITY OF INDUSTRY,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
POWER STEER INC (63189-P1),12.57,PINE BLUFF,DALLAS,LTL,LTL,POWER STEER INC (63189-P1)
WORKSTATION INDUSTRIES (51353-P1),13.5,SANTA ANA,MELBOURNE,LTL,LTL,WORKSTATION INDUSTRIES (51353-P1)
MTS GLOBAL (251792-P1),12.87,BALDWIN PARK,SAN DIEGO,LTL,LTL,MTS GLOBAL (251792-P1)
AMERICAN WHEEL SPECIALIST INC (95643-P1),13.77,KENNEWICK,PLUMMER,LTL,LTL,AMERICAN WHEEL SPECIALIST INC (95643-P1)
EASYFLEX USA (58997-P1),19.75,DENTON,LOUISVILLE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
EMPAVA APPLIANCES (251270-P1),15.0,CITY OF INDUSTRY,LACEY,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
SHIPPING AND HANDLING (104504-P1),15.49,JACKSONVILLE,ELMWOOD PARK,LTL,LTL,SHIPPING AND HANDLING (104504-P1)
EMOJO BIKE (105217-P1),14.5,IRVINE,ST. PETERSBURG,LTL,LTL,EMOJO BIKE (105217-P1)
JDA GLOBAL (60800-P1),30.19,HENDERSON,SALT LAKE CITY,LTL,LTL,JDA GLOBAL (60800-P1)
BAY LINE TOOL & EQUIPMENT (93996-P1),12.56,HAYWARD,PACIFIC,LTL,LTL,BAY LINE TOOL & EQUIPMENT (93996-P1)
RB COMPONENTS (51610-P1),14.0,SANTA FE SPRINGS,EAGLE,LTL,LTL,RB COMPONENTS (51610-P1)
WESTERN FIBERGLASS (104464-P1),68.78,SANTA ROSA,TOLLESON,LTL,LTL,WESTERN FIBERGLASS (104464-P1)
EASYFLEX USA (58997-P1),15.26,DENTON,CHICAGO,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
ENERGETIC LIGHTING (69015-P1),13.42,AUSTELL,RUSSELLVILLE,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
APOLLO DISTRIBUTORS (241937-P1),15.29,HOUSTON,SHREVEPORT,LTL,LTL,APOLLO DISTRIBUTORS (241937-P1)
EMOJO BIKE (105217-P1),14.5,IRVINE,CLERMONT,LTL,LTL,EMOJO BIKE (105217-P1)
THE DIPPER INC (95999-P1),12.5,ALVIN,MINNEAPOLIS,LTL,LTL,THE DIPPER INC (95999-P1)
EXOTIC AUTO RECYCLING (84822-P1),12.0,RANCHO CORDOVA,DALLAS,LTL,LTL,EXOTIC AUTO RECYCLING (84822-P1)
PREMIER ORGANICS (95905-P1),13.83,OAKLAND,BATESVILLE,Volume,Volume,PREMIER ORGANICS (95905-P1)
JL WINGERT COMPANY (88594-P1),14.53,GARDEN GROVE,BROWNS SUMMIT,LTL,LTL,JL WINGERT COMPANY (88594-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),22.33,JACKSONVILLE,ORLANDO,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
ENERGETIC LIGHTING (69015-P1),13.0,AUSTELL,SPRINGFIELD,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
"D&S SALES, INC - WESTERN MULE CRANES (67091-P1)",14.27,FRESNO,DALLAS,LTL,LTL,"D&S SALES, INC - WESTERN MULE CRANES (67091-P1)"
KEN MASON TILE (50280-P1),16.23,NORTH HOLLYWOOD,SAN DIEGO,LTL,LTL,KEN MASON TILE (50280-P1)
MIRROR IMAGE (93977-P1),12.0,LOS ANGELES,FLORENCE,LTL,LTL,MIRROR IMAGE (93977-P1)
KAHUNA CHAIR (243830-P1),18.08,COMPTON,SAINT GEORGE,LTL,LTL,KAHUNA CHAIR (243830-P1)
WINJET AUTOMOTIVE (113877-P1),14.5,CITY OF INDUSTRY,STOCKTON,LTL,LTL,WINJET AUTOMOTIVE (113877-P1)
SITMATIC USA (94646-P1),17.5,FULLERTON,ALBUQUERQUE,LTL,LTL,SITMATIC USA (94646-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,SEASIDE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
ENERGETIC LIGHTING (69015-P1),13.0,AUSTELL,WORCESTER,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
EASYFLEX USA (58997-P1),13.51,FIFE,SAN LEANDRO,LTL,LTL,EASYFLEX USA (58997-P1)
ASTC GLOBAL (250156-P1),12.5,SANTA ANA,BAKERSFIELD,LTL,LTL,ASTC GLOBAL (250156-P1)
RLT LOGISTICS GROUP LLC (60174-P1),15.15,SOUTH EL MONTE,WEST JORDAN,LTL,LTL,RLT LOGISTICS GROUP LLC (60174-P1)
PULSAR PRODUCTS (50500-P1),17.0,ONTARIO,LADYSMITH,LTL,LTL,PULSAR PRODUCTS (50500-P1)
LAB TECH SUPPLY COMPANY (92178-P1),21.0,SANTA ANA,MIAMI,LTL,LTL,LAB TECH SUPPLY COMPANY (92178-P1)
PRO MOTION DISTRIBUTING (92973-P1),17.24,PORTLAND,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,JACKSONVILLE,LTL,LTL,EASYFLEX USA (58997-P1)
ENERGETIC LIGHTING (69015-P1),13.0,AUSTELL,WINDSOR LOCKS,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
PUBLIC SPECIAL COMMODITIES DIVISION (117082-P1),36.3,TEMECULA,SAN MARCOS,LTL,LTL,PUBLIC SPECIAL COMMODITIES DIVISION (117082-P1)
SITMATIC USA (94646-P1),17.5,FULLERTON,BOCA RATON,LTL,LTL,SITMATIC USA (94646-P1)
PRO MOTION DISTRIBUTING (92973-P1),12.0,MOBERLY,MEMPHIS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
SITMATIC USA (94646-P1),18.41,FULLERTON,CONROE,LTL,LTL,SITMATIC USA (94646-P1)
WORLD DEPOT (100744-P1),12.5,BOLINGBROOK,MORENO VALLEY,LTL,LTL,WORLD DEPOT (100744-P1)
GEAR BAGS (241593-P1),12.0,CHARLOTTE,TUSCALOOSA,LTL,LTL,GEAR BAGS (241593-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),22.59,JACKSONVILLE,FORT PIERCE,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
PUMPING SOLUTIONS (52530-P1),20.85,VANCOUVER,EVERETT,LTL,LTL,PUMPING SOLUTIONS (52530-P1)
PRESTIGE IMPORT GROUP (61593-P1),34.67,DEERFIELD BEACH,LANSDALE,LTL,LTL,PRESTIGE IMPORT GROUP (61593-P1)
GEAR BAGS (241593-P1),12.0,STAFFORD,CHARLOTTE,LTL,LTL,GEAR BAGS (241593-P1)
EASYFLEX USA (58997-P1),19.76,DENTON,NASHVILLE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
PULSAR PRODUCTS (50500-P1),11.0,ONTARIO,PORT LUDLOW,LTL,LTL,PULSAR PRODUCTS (50500-P1)
EVO AMERICA LLC (104638-P1),20.0,TUALATIN,WILMINGTON,LTL,LTL,EVO AMERICA LLC (104638-P1)
SDS NATIONAL (102907-P1),14.0,MARLBOROUGH,GROVE CITY,LTL,LTL,SDS NATIONAL (102907-P1)
EASYFLEX USA (58997-P1),19.76,DENTON,DELAND,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
EVO AMERICA LLC (104638-P1),17.14,TUALATIN,ESCONDIDO,LTL,LTL,EVO AMERICA LLC (104638-P1)
IOWA PARTS INC (102965-P1),12.0,NORTHPORT,MARION,LTL,LTL,IOWA PARTS INC (102965-P1)
WORLD DEPOT (100744-P1),22.28,BOLINGBROOK,KENT,LTL,LTL,WORLD DEPOT (100744-P1)
PRO MOTION DISTRIBUTING (92973-P1),25.74,LAWRENCEBURG,MEMPHIS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
CUSTOM CUP FACTORY (230209-P1),21.14,SOUTH EL MONTE,COSTA MESA,LTL,LTL,CUSTOM CUP FACTORY (230209-P1)
JDM WESTCOAST (111904-P1),11.5,SANTA FE SPRINGS,GREAT FALLS,LTL,LTL,JDM WESTCOAST (111904-P1)
SILVERGATE SHIPPING INC (51355-P1),12.94,EAST PATCHOGUE,KALAMAZOO,LTL,LTL,SILVERGATE SHIPPING INC (51355-P1)
EASYFLEX USA (58997-P1),19.75,DENTON,MEMPHIS,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
ALPINE CORPORATION (85281-P1),15.0,COMMERCE,PONCA CITY,LTL,LTL,ALPINE CORPORATION (85281-P1)
CREATIVE DRINKS INC (110439-P1),12.01,CAMPBELL,CARLSTADT,LTL,LTL,CREATIVE DRINKS INC (110439-P1)
KINGHOOD INTERNATIONAL LOGISTICS (240864-P1),16.0,CORONA,CALDWELL,LTL,LTL,KINGHOOD INTERNATIONAL LOGISTICS (240864-P1)
EASYFLEX USA (58997-P1),17.87,FIFE,SEATTLE,LTL,LTL,EASYFLEX USA (58997-P1)
SDS NATIONAL (102907-P1),14.0,HUMBLE,WEST CHICAGO,LTL,LTL,SDS NATIONAL (102907-P1)
CALIFORNIA ART TILE WEST (111897-P1),11.0,SAN DIEGO,BERKELEY HEIGHTS,LTL,LTL,CALIFORNIA ART TILE WEST (111897-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,FLORENCE,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
EASYFLEX USA (58997-P1),13.58,DENTON,CORONA,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
MINNANO JAPANESE GROCERY (238810-P1),16.68,GARDENA,SAN ANTONIO,LTL,LTL,MINNANO JAPANESE GROCERY (238810-P1)
WILSHIRE INDUSTRIES LLC (103395-P1),22.18,VISTA,ONTARIO,LTL,LTL,WILSHIRE INDUSTRIES LLC (103395-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,EASTON,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
PRO-EDGE INDUSTRIES (250441-P1),16.68,SANTA FE SPRINGS,SANTA MARIA,LTL,LTL,PRO-EDGE INDUSTRIES (250441-P1)
EASYFLEX USA (58997-P1),17.87,FIFE,FEDERAL WAY,LTL,LTL,EASYFLEX USA (58997-P1)
PRESTIGE IMPORT GROUP (61593-P1),63.56,DEERFIELD BEACH,HUNTSVILLE,LTL,LTL,PRESTIGE IMPORT GROUP (61593-P1)
KINGHOOD INTERNATIONAL LOGISTICS (240864-P1),15.0,CORONA,WESTVILLE,LTL,LTL,KINGHOOD INTERNATIONAL LOGISTICS (240864-P1)
EASYFLEX USA (58997-P1),19.75,DENTON,WESTLAKE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
PUMPING SOLUTIONS (52530-P1),21.82,SEATTLE,ARLINGTON,LTL,LTL,PUMPING SOLUTIONS (52530-P1)
MAKESY (249064-P1),11.0,IRVINE,SEATTLE,LTL,LTL,MAKESY (249064-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,CLEARFIELD,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),41.23,NEW FRANKLIN,PLEASANTON,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
KAB DISTRIBUTORS INC. (234677-P1),24.53,MIRA LOMA,CLEVELAND,LTL,LTL,KAB DISTRIBUTORS INC. (234677-P1)
CODAN US (246619-P1),22.92,SAN DIEGO,FLOWER MOUND,LTL,LTL,CODAN US (246619-P1)
EMPAVA APPLIANCES (251270-P1),15.68,CITY OF INDUSTRY,FONTANA,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
MC ELECTRIC (107886-P1),10.71,Santa Ana,Dateland,Truckload Flatbed,Truckload Flatbed,MC ELECTRIC (107886-P1)
OXARC (244277-P1),25.34,PASCO,LA PORTE,LTL,LTL,OXARC (244277-P1)
GENTEKK INDUSTRIES (66603-P1),17.0,DUARTE,SAN DIEGO,LTL,LTL,GENTEKK INDUSTRIES (66603-P1)
KINGHOOD INTERNATIONAL LOGISTICS (240864-P1),15.0,CORONA,OMAHA,LTL,LTL,KINGHOOD INTERNATIONAL LOGISTICS (240864-P1)
KINGHOOD INTERNATIONAL LOGISTICS (240864-P1),100.0,Corona,Mercer Island,Truckload,Truckload,KINGHOOD INTERNATIONAL LOGISTICS (240864-P1)
KINSEN FILTER MFG (107906-P1),37.16,TEMPLE CITY,SAINT PAUL,LTL,LTL,KINSEN FILTER MFG (107906-P1)
LLP GLOBAL (66427-P1),53.85,RANCHO CUCAMONGA,LAGUNA NIGUEL,LTL,LTL,LLP GLOBAL (66427-P1)
KINGHOOD INTERNATIONAL LOGISTICS (240864-P1),15.0,CORONA,OMAHA,LTL,LTL,KINGHOOD INTERNATIONAL LOGISTICS (240864-P1)
MARUKAN VINEGAR USA (101648-P1),14.0,WILKES-BARRE,NEW WINDSOR,LTL,LTL,MARUKAN VINEGAR USA (101648-P1)
"AL NU PRODUCTS INC, DBA US PEACEKEEPER (52712-P1)",25.0,CHINO,LA VERGNE,LTL,LTL,"AL NU PRODUCTS INC, DBA US PEACEKEEPER (52712-P1)"
BEST SHEET METAL (50790-P1),16.5,POMONA,OKLAHOMA CITY,LTL,LTL,BEST SHEET METAL (50790-P1)
KINGHOOD INTERNATIONAL LOGISTICS (240864-P1),15.0,CORONA,OMAHA,LTL,LTL,KINGHOOD INTERNATIONAL LOGISTICS (240864-P1)
CODAN US (246619-P1),32.5,SAN DIEGO,WAUKEGAN,LTL,LTL,CODAN US (246619-P1)
CUSTOM CUP FACTORY (230209-P1),24.68,SOUTH EL MONTE,DUARTE,LTL,LTL,CUSTOM CUP FACTORY (230209-P1)
MATE USA LLC (112540-P1),24.78,DEERFIELD BEACH,PORT CHARLOTTE,LTL,LTL,MATE USA LLC (112540-P1)
BBQGRILLS.COM (83094-P1),30.25,ATHENS,MONTREAL,LTL,LTL,BBQGRILLS.COM (83094-P1)
SDS NATIONAL (102907-P1),17.0,DENVER,ELK GROVE VILLAGE,LTL,LTL,SDS NATIONAL (102907-P1)
RB COMPONENTS (51610-P1),16.0,SANTA FE SPRINGS,EVENING SHADE,LTL,LTL,RB COMPONENTS (51610-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),21.42,JACKSONVILLE,STAUNTON,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,LOCUST GROVE,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
EXT FABRICS (50457-P1),14.77,ATLANTA,SAN BERNARDINO,LTL,LTL,EXT FABRICS (50457-P1)
ACTION FREIGHT (59450-P1),17.0,LAWRENCEVILLE,FORT WORTH,LTL,LTL,ACTION FREIGHT (59450-P1)
WANDA LOGISTICS INC (66435-P1),15.0,LORTON,PEDRICKTOWN,LTL,LTL,WANDA LOGISTICS INC (66435-P1)
POST PONY WAREHOUSE (254229-P1),12.64,WHITTIER,NORCROSS,LTL,LTL,POST PONY WAREHOUSE (254229-P1)
EASYFLEX USA (58997-P1),17.43,DENTON,TAMPA,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
EASTERNCCTV (249588-P1),12.5,CITY OF INDUSTRY,HOUSTON,LTL,LTL,EASTERNCCTV (249588-P1)
GENERAL FLOORCRAFT (234115-P1),13.66,DORAL,NEW YORK,LTL,LTL,GENERAL FLOORCRAFT (234115-P1)
OCEANIA INTERNATIONAL (62004-P1),11.5,ONTARIO,MONROE,LTL,LTL,OCEANIA INTERNATIONAL (62004-P1)
NOW MOVE USA (63649-P1),12.01,ELGIN,TALLAHASSEE,Enterprise,Enterprise,NOW MOVE USA (63649-P1)
PRO MOTION DISTRIBUTING (92973-P1),20.15,MURRIETA,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),57.21,AKRON,BRUSH CREEK,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
POST PONY WAREHOUSE (254229-P1),25.3,WHITTIER,DAVENPORT,LTL,LTL,POST PONY WAREHOUSE (254229-P1)
POSITIVE CONCEPTS (50250-P1),13.53,GREENVILLE,ONEIDA,LTL,LTL,POSITIVE CONCEPTS (50250-P1)
EASTERNCCTV (249588-P1),11.0,CITY OF INDUSTRY,FREMONT,LTL,LTL,EASTERNCCTV (249588-P1)
ALL STAR LIGHTING SUPPLIES INC (95550-P1),17.05,AVENEL,ALMA,LTL,LTL,ALL STAR LIGHTING SUPPLIES INC (95550-P1)
OCEANIA INTERNATIONAL (62004-P1),11.5,ONTARIO,BURLINGTON,LTL,LTL,OCEANIA INTERNATIONAL (62004-P1)
WWTL GROUP LTD (238135-P1),19.44,HOUSTON,ELK GROVE VILLAGE,LTL,LTL,WWTL GROUP LTD (238135-P1)
CAROUSEL USA (236974-P1),13.79,FONTANA,REGINA,LTL,LTL,CAROUSEL USA (236974-P1)
ALL STAR LIGHTING SUPPLIES INC (95550-P1),17.74,AVENEL,HALETHORPE,LTL,LTL,ALL STAR LIGHTING SUPPLIES INC (95550-P1)
POST PONY WAREHOUSE (254229-P1),18.18,WHITTIER,PERRIS,LTL,LTL,POST PONY WAREHOUSE (254229-P1)
EASYFLEX USA (58997-P1),15.04,FIFE,SAN DIEGO,LTL,LTL,EASYFLEX USA (58997-P1)
CNS AUTO PARTS (84898-P1),14.5,SOUTH EL MONTE,MEDLEY,LTL,LTL,CNS AUTO PARTS (84898-P1)
ALL STAR LIGHTING SUPPLIES INC (95550-P1),15.46,AVENEL,LITTLE ROCK,LTL,LTL,ALL STAR LIGHTING SUPPLIES INC (95550-P1)
POST PONY WAREHOUSE (254229-P1),11.0,WHITTIER,HICKSVILLE,LTL,LTL,POST PONY WAREHOUSE (254229-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,ROCHESTER,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
EVO AMERICA LLC (104638-P1),16.04,SANTA ROSA,TUALATIN,LTL,LTL,EVO AMERICA LLC (104638-P1)
JIT USA LOGISTICS CORP (101120-P1),19.17,NORWOOD,WOOD DALE,LTL,LTL,JIT USA LOGISTICS CORP (101120-P1)
CARDDINE (106472-P1),17.21,EL MIRAGE,SAN MARCOS,LTL,LTL,CARDDINE (106472-P1)
EASTERNCCTV (249588-P1),11.0,CITY OF INDUSTRY,LOS ANGELES,LTL,LTL,EASTERNCCTV (249588-P1)
MALIK GALLERY (59106-P1),12.5,HAYWARD,MIAMI,Enterprise,Enterprise,MALIK GALLERY (59106-P1)
1ST CLASS CIGAR HUMIDORS (67634-P1),30.83,DEERFIELD BEACH,SAMMAMISH,LTL,LTL,1ST CLASS CIGAR HUMIDORS (67634-P1)
ZACA INC. (60803-P1),17.66,WESTLAKE VILLAGE,LAKE ELSINORE,LTL,LTL,ZACA INC. (60803-P1)
EVO AMERICA LLC (104638-P1),15.09,TUALATIN,SAN ANTONIO,Enterprise,Enterprise,EVO AMERICA LLC (104638-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,PIEDMONT,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
MEADOW DECOR (61999-P1),12.01,ONTARIO,SCOTTSDALE,LTL,LTL,MEADOW DECOR (61999-P1)
SDR MOTORSPORTS INC (87676-P1),29.5,PLACENTIA,MESA,LTL,LTL,SDR MOTORSPORTS INC (87676-P1)
ZACA INC. (60803-P1),22.57,WESTLAKE VILLAGE,ANAHEIM,LTL,LTL,ZACA INC. (60803-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,CHAPIN,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
ULTIMATE SOLUTIONS (116590-P1),28.0,ANOKA,HUNTINGTON BEACH,LTL,LTL,ULTIMATE SOLUTIONS (116590-P1)
1ST CLASS CIGAR HUMIDORS (67634-P1),34.27,DEERFIELD BEACH,MANALAPAN TOWNSHIP,LTL,LTL,1ST CLASS CIGAR HUMIDORS (67634-P1)
METALLIC LADDER MANUFACTURING (116334-P1),29.78,RANDOLPH,LAKEWOOD,LTL,LTL,METALLIC LADDER MANUFACTURING (116334-P1)
SITMATIC USA (94646-P1),17.5,FULLERTON,SECAUCUS,LTL,LTL,SITMATIC USA (94646-P1)
MC ELECTRIC (107886-P1),16.67,Santa Ana,Dateland,Truckload Flatbed,Truckload Flatbed,MC ELECTRIC (107886-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CASTLE ROCK,CITY OF INDUSTRY,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
GIDEONS INC (116845-P1),45.5,RANCHO CUCAMONGA,SOUTH EL MONTE,LTL,LTL,GIDEONS INC (116845-P1)
CASTELLE FURNITURE CO INC (104930-P1),21.75,SARASOTA,MIRAMAR BEACH,LTL,LTL,CASTELLE FURNITURE CO INC (104930-P1)
THE ABS COMPANY (97215-P1),13.5,MILWAUKEE,ORLANDO,LTL,LTL,THE ABS COMPANY (97215-P1)
ADVANTAGE LIGHTING SOLUTIONS (94035-P1),33.39,HOUSTON,FORT WORTH,LTL,LTL,ADVANTAGE LIGHTING SOLUTIONS (94035-P1)
SDS NATIONAL (102907-P1),20.91,CAROL STREAM,CARROLLTON,LTL,LTL,SDS NATIONAL (102907-P1)
REALSTONE SYSTEMS (64462-P1),17.0,TROY,GAINESVILLE,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
GRAYSON LUXURY -- DNS (105305-P1),15.0,LENOIR,CENTERVILLE,LTL,LTL,GRAYSON LUXURY -- DNS (105305-P1)
FBD LOGISTICS (228466-P1),13.04,Walnut,Phoenix,Truckload,Truckload,FBD LOGISTICS (228466-P1)
DALTON WOOD WHOLESALE (122666-P1),13.5,KENT,PORTLAND,LTL,LTL,DALTON WOOD WHOLESALE (122666-P1)
KGL AMERICA (50424-P1),16.95,EL PASO,GARDENA,LTL,LTL,KGL AMERICA (50424-P1)
AFFORDABLE WIPERS (94566-P1),20.0,HOUSTON,BLACKFOOT,LTL,LTL,AFFORDABLE WIPERS (94566-P1)
